1478464148,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,wlan0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,wlan0,42660.00,19090.00,61750.00,1909,4266,70.00,80.00,150.00,8,7,0.00,0.00,0,0
1478464148,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,eth1,19770.00,44860.00,64630.00,4486,1977,80.00,120.00,200.00,12,8,0.00,0.00,0,0
1478464148,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464148,total,62430.00,63950.00,126380.00,6395,6243,150.00,200.00,350.00,20,15,0.00,0.00,0,0
1478464149,s1-eth2,851.49,851.49,1702.97,86,86,9.90,9.90,19.80,1,1,0.00,0.00,0,0
1478464149,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,lo,6217.82,6217.82,12435.64,628,628,49.50,49.50,99.01,5,5,0.00,0.00,0,0
1478464149,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,wlan0,13069.31,14801.98,27871.29,1495,1320,29.70,29.70,59.41,3,3,0.00,0.00,0,0
1478464149,s1-eth1,851.49,851.49,1702.97,86,86,9.90,9.90,19.80,1,1,0.00,0.00,0,0
1478464149,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,eth1,15039.60,15821.78,30861.39,1598,1519,29.70,79.21,108.91,8,3,0.00,0.00,0,0
1478464149,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,total,36029.70,38544.55,74574.26,3893,3639,128.71,178.22,306.93,18,13,0.00,0.00,0,0
1478464149,s1-eth2,1610.00,3810.00,5420.00,381,161,20.00,40.00,60.00,4,2,0.00,0.00,0,0
1478464149,s2-eth1,2500.00,1600.00,4100.00,160,250,30.00,20.00,50.00,2,3,0.00,0.00,0,0
1478464149,lo,9490.00,9490.00,18980.00,949,949,110.00,110.00,220.00,11,11,0.00,0.00,0,0
1478464149,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,wlan0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,s1-eth1,3810.00,1610.00,5420.00,161,381,40.00,20.00,60.00,2,4,0.00,0.00,0,0
1478464149,s2-eth2,1600.00,0.00,1600.00,0,160,20.00,0.00,20.00,0,2,0.00,0.00,0,0
1478464149,eth1,1600.00,5730.00,7330.00,573,160,20.00,70.00,90.00,7,2,0.00,0.00,0,0
1478464149,s2,0.00,1600.00,1600.00,160,0,0.00,20.00,20.00,2,0,0.00,0.00,0,0
1478464149,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1478464149,total,20610.00,23840.00,44450.00,2384,2061,240.00,280.00,520.00,28,24,0.00,0.00,0,0
1478464149,s1-eth2,4810.00,2280.00,7090.00,228,481,60.00,20.00,80.00,2,6,0.00,0.00,0,0
1478464149,s2-eth1,2670.00,0.00,2670.00,0,267,30.00,0.00,30.00,0,3,0.00,0.00,0,0
1478464149,lo,22650.00,22650.00,45300.00,2265,2265,220.00,220.00,440.00,22,22,0.00,0.00,0,0
1478464149,s1,0.00,1600.00,1600.00,160,0,0.00,20.00,20.00,2,0,0.00,0.00,0,0
1478464149,wlan0,4850.00,0.00,4850.00,0,485,20.00,0.00,20.00,0,2,0.00,0.00,0,0
